task_id,architecture,learning_rate,optimizer,batch_size,weight_decay,momentum,dropout_rate,alpha,label_smoothing,grad_clip,test_accuracy,train_accuracy,test_loss,training_time_sec,epochs,is_synthetic
KMNIST,ResNet18,0.0011964705699344606,Adam,88,9.631333295503172e-05,,0.10602567583148413,1.0,0.09398169292171246,1.0336138722715624,0.7076,0.7516172549019607,1.169455340690911,284.3879125118256,3,Synthetic
KMNIST,ResNet18,0.001004358833347663,Adam,64,7.656829328183294e-05,,0.10036765261388414,1.0,0.12176715411692562,1.143890623912781,0.7076,0.7516172549019609,1.169455340690911,284.3879125118256,3,Synthetic
KMNIST,ResNet18,0.0021036690237010262,Adam,48,0.0001351601078989628,,0.10275013008607528,1.0,0.08787552571967273,0.8740417236728836,0.7076000000000001,0.7516172549019607,1.169455340690911,284.3879125118256,3,Synthetic
KMNIST,ResNet18,0.0008130011251089338,Adam,24,8.339445619424649e-05,,0.08861301007669453,1.0,0.10512633963665739,1.2814256258823828,0.734,0.7900400000000001,0.9444338157773019,284.3879125118256,3,Synthetic
KMNIST,ResNet18,0.0013885567026522922,Adam,48,7.332266365986927e-05,,0.10737878757259758,0.8019650189469036,0.1274718814878153,1.176916018108193,0.7076000000000001,0.7516172549019609,1.169455340690911,284.3879125118256,3,Synthetic
KMNIST,EfficientNetB0,0.008504007930618018,Adam,32,0.00015961778888328533,,0.19656380464242149,1.0,,,0.7179999999999999,0.74,0.83289564284496,366.985072851181,3,Synthetic
KMNIST,EfficientNetB0,0.005765485118776035,Adam,48,0.00010018137525830015,,0.20140941781294228,0.9324901792781135,,,0.718,0.74,0.8328956428449602,366.985072851181,3,Synthetic
KMNIST,EfficientNetB0,0.012400165860935132,Adam,40,9.52014386948377e-05,,0.20360886895135696,1.0,,,0.718,0.7399999999999999,0.8328956428449602,366.985072851181,3,Synthetic
KMNIST,EfficientNetB0,0.012786221866969353,Adam,40,5.886854592156431e-05,,0.2383303046569553,1.0,,,0.718,0.74,0.8328956428449601,366.985072851181,3,Synthetic
KMNIST,EfficientNetB0,0.007721950687038592,Adam,88,0.0001040762485110246,,0.2353789155219148,1.0,,,0.718,0.7399999999999999,0.83289564284496,366.985072851181,3,Synthetic
KMNIST,EfficientNetB0,0.0020375685665023464,Adam,88,9.176050859220191e-05,,0.22914712852863067,1.0,0.12052947336298524,0.8552614809129844,0.6948000000000001,0.7077199999999999,0.8921602657064795,368.21066212654114,3,Synthetic
KMNIST,EfficientNetB0,0.001267382664387647,Adam,80,5.447403071164562e-05,,0.16450224462002677,0.6941151733359849,0.09595889748333164,1.1076313383693943,0.6948000000000001,0.70772,0.8921602657064797,368.21066212654114,3,Synthetic
KMNIST,EfficientNetB0,0.0016801714518433642,Adam,64,0.0001755063224486075,,0.15859695625355327,0.7444926340967268,0.09916678451655073,1.057609817340896,0.6948000000000001,0.70772,0.8921602657064795,368.21066212654114,3,Synthetic
KMNIST,EfficientNetB0,0.000988771252384482,Adam,24,9.696889091204109e-05,,0.16086591498485442,1.0,0.10549897369145272,0.8590180320508967,0.6948000000000001,0.70772,0.8921602657064797,368.21066212654114,3,Synthetic
KMNIST,EfficientNetB0,0.0008373750289793375,Adam,40,9.785850342604359e-05,,0.22865426961503715,0.8521410930496685,0.10756069773276768,0.9204613572441339,0.6948000000000001,0.70772,0.8921602657064795,368.21066212654114,3,Synthetic
KMNIST,MobileNetV2,0.007604472251478587,Adam,56,6.993814126194328e-05,,,0.9169526041979227,,,0.8376,0.8591489361702127,0.6654415696859359,328.1386556625366,3,Synthetic
KMNIST,MobileNetV2,0.006611778873490015,Adam,88,0.00010122550849836206,,,0.8950411738011121,,,0.8376,0.8591489361702129,0.665441569685936,328.1386556625366,3,Synthetic
KMNIST,MobileNetV2,0.010767056473698225,Adam,56,9.265204178507955e-05,,,1.0,,,0.8376000000000001,0.8591489361702129,0.665441569685936,328.1386556625366,3,Synthetic
KMNIST,MobileNetV2,0.01299050878226574,Adam,48,8.196485939176937e-05,,,0.9587422454272534,,,0.8376,0.8591489361702128,0.665441569685936,328.1386556625366,3,Synthetic
KMNIST,MobileNetV2,0.004515562207808674,Adam,32,0.00016033619553048941,,,1.0,,,0.8376,0.8591489361702129,0.6654415696859359,328.1386556625366,3,Synthetic
KMNIST,MobileNetV2,0.0009175814759735102,Adam,72,0.00011134941955521072,,0.14618321212682855,1.0,0.0980812361277885,0.8566689339099361,0.7076000000000001,0.7516172549019609,1.169455340690911,327.7199501991272,3,Synthetic
KMNIST,MobileNetV2,0.0005741602143926939,Adam,64,7.701012396782874e-05,,0.07866619435603489,0.903014067363621,0.08377677994578409,1.2530712452608848,0.7340000000000001,0.7900400000000001,0.9444338157773019,327.7199501991272,3,Synthetic
KMNIST,MobileNetV2,0.001355957279544736,Adam,56,0.00016672167126357404,,0.10116052461471428,0.8708073698007605,0.12284686115904486,1.0808365065526988,0.7076,0.7516172549019609,1.169455340690911,327.7199501991272,3,Synthetic
KMNIST,MobileNetV2,0.0006988969098843772,Adam,56,7.39022560110575e-05,,0.07925800403553496,1.0,0.12864124960705198,0.7902148639271288,0.734,0.79004,0.9444338157773018,327.7199501991272,3,Synthetic
KMNIST,MobileNetV2,0.0012146339866248412,Adam,48,8.451457789292439e-05,,0.09111409113641697,0.8704013845480276,0.10072782441917241,0.8753574825383443,0.7339999999999999,0.7900400000000001,0.9444338157773019,327.7199501991272,3,Synthetic
EMNIST_Balanced,ResNet18,0.01097914518772063,Adam,56,9.20784981843873e-05,,,0.8638654506937603,,,0.8376000000000001,0.8591489361702128,0.665441569685936,285.07334780693054,3,Synthetic
EMNIST_Balanced,ResNet18,0.008193780106262642,Adam,72,0.00011888799760899387,,,0.8533667132802174,,,0.8376,0.8591489361702127,0.665441569685936,285.07334780693054,3,Synthetic
EMNIST_Balanced,ResNet18,0.010349034867579605,Adam,72,5.618102288644561e-05,,,1.0,,,0.8376,0.8591489361702127,0.665441569685936,285.07334780693054,3,Synthetic
EMNIST_Balanced,ResNet18,0.007954381942486183,Adam,72,7.682659064575928e-05,,,0.7292676849003221,,,0.8376,0.8591489361702128,0.665441569685936,285.07334780693054,3,Synthetic
EMNIST_Balanced,ResNet18,0.005699918403948577,Adam,64,0.00010938526154362931,,,0.8643525062343387,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,285.07334780693054,3,Synthetic
EMNIST_Balanced,ResNet18,0.0012467773739033375,Adam,32,9.774363015530805e-05,,0.08183475700356316,0.9022245838296761,0.10071098006974621,0.8709379952074071,0.7340000000000001,0.79004,0.9444338157773018,280.18265438079834,3,Synthetic
EMNIST_Balanced,ResNet18,0.000875622094991994,Adam,80,8.193447095842367e-05,,0.11253538168097713,0.8305439718013573,0.10794706266872925,1.216235293098685,0.7076,0.7516172549019607,1.1694553406909107,280.18265438079834,3,Synthetic
EMNIST_Balanced,ResNet18,0.00042584678067941664,Adam,48,0.00012205659585698995,,0.09695431920935511,1.0,0.0909402221992627,1.012988468120935,0.7340000000000001,0.7900400000000001,0.9444338157773019,280.18265438079834,3,Synthetic
EMNIST_Balanced,ResNet18,0.0009476510717737777,Adam,80,0.00010918514640835138,,0.10506403993112803,0.9382184550816299,0.0926859066389126,0.9351162718270569,0.7075999999999999,0.7516172549019606,1.1694553406909107,280.18265438079834,3,Synthetic
EMNIST_Balanced,ResNet18,0.0011459557940727144,Adam,56,0.00011052656240873554,,0.13113101197968158,1.0,0.0951096470174824,1.1801820883245917,0.7076,0.7516172549019607,1.1694553406909107,280.18265438079834,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.008685377481668952,Adam,24,7.059720180277486e-05,,0.14387624236922433,0.9472729773938037,,,0.7180000000000001,0.7399999999999999,0.8328956428449601,357.1152307987213,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.010063817700742918,Adam,88,0.00011195398073748545,,0.1934269841357341,1.0,,,0.718,0.7399999999999999,0.8328956428449601,357.1152307987213,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.004659396917080265,Adam,64,0.00013050592024690374,,0.15564241262660478,1.0,,,0.718,0.7399999999999999,0.8328956428449601,357.1152307987213,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.011240211042173329,Adam,56,0.00012442788358838335,,0.2681207857341319,1.0,,,0.718,0.74,0.8328956428449601,357.1152307987213,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.010895146951289698,Adam,56,7.456306963397214e-05,,0.22491007449632738,0.8715874261136699,,,0.7180000000000001,0.74,0.8328956428449602,357.1152307987213,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.001025026230144121,Adam,56,0.00011799059961101592,,0.21000986315860845,1.0,0.0923497540171788,0.9595187597059943,0.6948,0.7077199999999999,0.8921602657064795,359.4876999855041,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.0007131575528576977,Adam,56,0.00011391882799178099,,0.22270965849936056,0.8616752013733562,0.11304408880158491,1.2033456788207426,0.6948,0.70772,0.8921602657064797,359.4876999855041,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.0011534938381708806,Adam,88,7.65476838339448e-05,,0.1626603589006575,0.7331919626643582,0.12244066467233775,1.0981548484531087,0.6948,0.70772,0.8921602657064794,359.4876999855041,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.0009809849459064659,Adam,64,6.779178623235163e-05,,0.2733725593885048,1.0,0.1016409219190734,1.1088649935848038,0.6948,0.70772,0.8921602657064795,359.4876999855041,3,Synthetic
EMNIST_Balanced,EfficientNetB0,0.0011807322572325093,Adam,64,7.610781712672178e-05,,0.21414405071407988,1.0,0.12018130069232467,1.2389779939959096,0.6948000000000001,0.70772,0.8921602657064797,359.4876999855041,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.008381420942096658,Adam,48,9.574859199315665e-05,,,1.0,,,0.8376000000000001,0.8591489361702127,0.6654415696859359,320.0507740974426,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.014592467411992353,Adam,32,0.00016960278609566594,,,0.9762988152131515,,,0.8376000000000001,0.8591489361702127,0.6654415696859359,320.0507740974426,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.008629146532420483,Adam,40,5.6464038028669095e-05,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859362,320.0507740974426,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.010256464931019643,Adam,40,6.393499248785861e-05,,,0.9496322951064807,,,0.8376,0.8591489361702127,0.6654415696859359,320.0507740974426,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.017797263608069904,Adam,56,5.950164757559047e-05,,,0.9631385403871083,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,320.0507740974426,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.000910105016000354,Adam,16,9.814229383195884e-05,,0.09653598204686983,1.0,0.1277343414241802,1.1689847544321637,0.734,0.7900399999999999,0.9444338157773016,317.49031352996826,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.0009113112672900048,Adam,40,0.0002432228677547838,,0.10088827651021733,1.0,0.09963812369334996,1.0297127141151783,0.7076000000000001,0.7516172549019609,1.169455340690911,317.49031352996826,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.0009513623967597159,Adam,48,8.278880103779859e-05,,0.09950870094676002,0.9184862843299353,0.08930731325984254,1.0159645341537846,0.7340000000000001,0.79004,0.9444338157773018,317.49031352996826,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.0009157005200128912,Adam,88,4.0027177126520856e-05,,0.11637260277883693,1.0,0.06889914651387777,0.9485968608879477,0.7076,0.7516172549019607,1.169455340690911,317.49031352996826,3,Synthetic
EMNIST_Balanced,MobileNetV2,0.0008795973525451303,Adam,40,7.644127656830647e-05,,0.08334136231801258,1.0,0.11403517589721192,1.1907332642491237,0.734,0.7900399999999999,0.9444338157773017,317.49031352996826,3,Synthetic
EMNIST_Digits,ResNet18,0.012830713686943222,Adam,40,8.343002896333408e-05,,,1.0,,,0.8376,0.8591489361702127,0.665441569685936,273.29955315589905,3,Synthetic
EMNIST_Digits,ResNet18,0.006556632362853242,Adam,72,9.203470499267002e-05,,,0.9437768788675603,,,0.8376000000000001,0.8591489361702127,0.665441569685936,273.29955315589905,3,Synthetic
EMNIST_Digits,ResNet18,0.012783329978015855,Adam,64,8.82786146968783e-05,,,1.0,,,0.8375999999999999,0.8591489361702128,0.6654415696859359,273.29955315589905,3,Synthetic
EMNIST_Digits,ResNet18,0.006883994349874256,Adam,72,0.0001227342075833871,,,0.9535680341029015,,,0.8376000000000001,0.8591489361702127,0.665441569685936,273.29955315589905,3,Synthetic
EMNIST_Digits,ResNet18,0.011192315853139337,Adam,40,0.00013759558125070614,,,0.9722646795335517,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,273.29955315589905,3,Synthetic
EMNIST_Digits,ResNet18,0.0008348175882169061,Adam,80,7.84059246220036e-05,,0.07887308055454662,0.7665056239714144,0.1090901492701846,0.8079355971255575,0.734,0.7900400000000002,0.9444338157773018,273.19415640830994,3,Synthetic
EMNIST_Digits,ResNet18,0.0018332393501586653,Adam,24,0.0001796672371860686,,0.10316526200803929,0.9854930332194412,0.09182621369786576,1.0598704171528106,0.7076,0.751617254901961,1.1694553406909107,273.19415640830994,3,Synthetic
EMNIST_Digits,ResNet18,0.0009870856494874488,Adam,80,0.00010402424720200343,,0.10225452642192817,0.9454581681679216,0.099145815644184,1.046170265333809,0.7076000000000001,0.7516172549019607,1.1694553406909107,273.19415640830994,3,Synthetic
EMNIST_Digits,ResNet18,0.000553955379932764,Adam,40,0.0001292677079533275,,0.10256298157191913,0.9724024995470981,0.10027650899598091,1.0521372558042505,0.7076,0.7516172549019609,1.169455340690911,273.19415640830994,3,Synthetic
EMNIST_Digits,ResNet18,0.0008299197338671951,Adam,48,0.00010699838498242732,,0.08532440833577452,1.0,0.0744612459364324,1.1543733455988465,0.734,0.79004,0.9444338157773017,273.19415640830994,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.011773067301684184,Adam,64,0.00014041195360235882,,0.2499642333338773,1.0,,,0.718,0.74,0.83289564284496,342.0077369213104,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.0052950354208595165,Adam,40,8.058934901490309e-05,,0.20078273150632503,1.0,,,0.7180000000000001,0.74,0.8328956428449601,342.0077369213104,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.007782845915184216,Adam,64,7.703587050219163e-05,,0.18165446591024156,0.7890008354727667,,,0.718,0.7399999999999999,0.8328956428449601,342.0077369213104,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.0072696753651867625,Adam,40,7.138705177735766e-05,,0.2316092538982352,0.8575901666752086,,,0.718,0.74,0.83289564284496,342.0077369213104,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.02482317414611444,Adam,64,0.00010659230479347143,,0.1742492665945636,1.0,,,0.718,0.7399999999999999,0.8328956428449601,342.0077369213104,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.000819698932484366,Adam,64,0.0002421102159244932,,0.19711820300826052,1.0,0.0894523536231117,0.9947517264254557,0.6947999999999999,0.7077199999999999,0.8921602657064794,330.44723534584045,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.001843402358381795,Adam,48,0.00018701124349838663,,0.22123255806366426,0.9156299836158599,0.10948611608583282,1.1458831674440095,0.6948000000000001,0.70772,0.8921602657064794,330.44723534584045,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.0012395713724131807,Adam,32,7.779109019765485e-05,,0.19257444093345488,0.9888349856349931,0.10931008146326017,1.026655150139988,0.6948,0.70772,0.8921602657064795,330.44723534584045,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.0006305193071010535,Adam,64,0.00012347763311067918,,0.2167937134379312,1.0,0.11250883231823357,1.0688770118842654,0.6948000000000001,0.70772,0.8921602657064795,330.44723534584045,3,Synthetic
EMNIST_Digits,EfficientNetB0,0.000976057014102466,Adam,32,0.00011599604109650763,,0.20623063061489336,1.0,0.08084877136269536,0.8378415189387607,0.6948,0.7077199999999999,0.8921602657064795,330.44723534584045,3,Synthetic
EMNIST_Digits,MobileNetV2,0.014387089070889378,Adam,56,0.00012653933241014528,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,298.33295798301697,3,Synthetic
EMNIST_Digits,MobileNetV2,0.01010330410520656,Adam,72,8.367461544007896e-05,,,1.0,,,0.8376000000000002,0.8591489361702127,0.665441569685936,298.33295798301697,3,Synthetic
EMNIST_Digits,MobileNetV2,0.00852429971305486,Adam,56,8.987204330009582e-05,,,1.0,,,0.8376,0.8591489361702128,0.665441569685936,298.33295798301697,3,Synthetic
EMNIST_Digits,MobileNetV2,0.008475936825708023,Adam,80,7.34191477597391e-05,,,0.9719692533757961,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,298.33295798301697,3,Synthetic
EMNIST_Digits,MobileNetV2,0.008590933268651506,Adam,80,0.00010702460922134016,,,1.0,,,0.8376000000000002,0.8591489361702128,0.665441569685936,298.33295798301697,3,Synthetic
EMNIST_Digits,MobileNetV2,0.0005986403518539888,Adam,64,0.00013597061241850438,,0.10123425983913137,1.0,0.09224067324849443,1.211402116027837,0.7076,0.7516172549019609,1.169455340690911,303.8977906703949,3,Synthetic
EMNIST_Digits,MobileNetV2,0.0022122528434030406,Adam,56,8.573833709889688e-05,,0.12180076715676552,1.0,0.09215709959270098,0.9369719774356214,0.7076,0.7516172549019607,1.1694553406909107,303.8977906703949,3,Synthetic
EMNIST_Digits,MobileNetV2,0.0009072612290295684,Adam,40,7.281194666961769e-05,,0.08493788849871899,0.8848303652343807,0.09947972668919829,1.035132209880478,0.7340000000000001,0.7900400000000001,0.9444338157773019,303.8977906703949,3,Synthetic
EMNIST_Digits,MobileNetV2,0.0017083431765369274,Adam,48,0.00014049109390700795,,0.09679016733661737,0.992580443552135,0.11012229238249906,0.8315916967656553,0.734,0.7900399999999999,0.9444338157773017,303.8977906703949,3,Synthetic
EMNIST_Digits,MobileNetV2,0.0011411993230285393,Adam,64,0.00011854087370911592,,0.10433752965861728,1.0,0.09043390023623027,0.9203504567497274,0.7076000000000001,0.7516172549019609,1.169455340690911,303.8977906703949,3,Synthetic
EMNIST_MNIST,ResNet18,0.008063599056736214,Adam,48,8.024026701216903e-05,,,1.0,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,286.9263150691986,3,Synthetic
EMNIST_MNIST,ResNet18,0.016333364030963065,Adam,48,7.501482463340626e-05,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,286.9263150691986,3,Synthetic
EMNIST_MNIST,ResNet18,0.008263547878278661,Adam,72,0.00010726027038761714,,,0.7726383827504152,,,0.8376,0.8591489361702126,0.6654415696859359,286.9263150691986,3,Synthetic
EMNIST_MNIST,ResNet18,0.017065765925486812,Adam,88,8.09248924180187e-05,,,0.9418447660096024,,,0.8376,0.8591489361702127,0.6654415696859359,286.9263150691986,3,Synthetic
EMNIST_MNIST,ResNet18,0.011037731184590146,Adam,64,0.00012553998580119643,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,286.9263150691986,3,Synthetic
EMNIST_MNIST,ResNet18,0.0009407147622980432,Adam,48,6.21015657540071e-05,,0.08903604940087122,0.9950309540689304,0.12691836795276681,0.9223583051445743,0.7340000000000001,0.79004,0.9444338157773018,286.73965787887573,3,Synthetic
EMNIST_MNIST,ResNet18,0.0010803593531768377,Adam,56,0.0001507507305044149,,0.13790398638810433,0.920369684061952,0.09265840836222668,1.1566241315603607,0.7076,0.7516172549019609,1.169455340690911,286.73965787887573,3,Synthetic
EMNIST_MNIST,ResNet18,0.0012655629929121393,Adam,88,0.00012234596818558094,,0.09461061863819412,1.0,0.11663055370874362,1.1230723271796046,0.734,0.79004,0.9444338157773017,286.73965787887573,3,Synthetic
EMNIST_MNIST,ResNet18,0.0011914920476659252,Adam,80,0.0001497596349810953,,0.12073238486556291,1.0,0.09749322879524719,1.0220070529649985,0.7076,0.7516172549019607,1.169455340690911,286.73965787887573,3,Synthetic
EMNIST_MNIST,ResNet18,0.001516967891154444,Adam,48,0.00011357988656971348,,0.0940999178150896,1.0,0.11917677793910948,1.0286648602029855,0.734,0.79004,0.9444338157773018,286.73965787887573,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.010161679346763422,Adam,40,0.00012940124928926993,,0.21936452543423227,1.0,,,0.718,0.74,0.83289564284496,363.9471900463104,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.008991523198174657,Adam,64,0.00010899535415284741,,0.24732359839290424,0.9857056701419572,,,0.7180000000000001,0.7399999999999999,0.8328956428449601,363.9471900463104,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.011011671149074318,Adam,72,0.00010665759896052687,,0.18660699156348418,1.0,,,0.7179999999999999,0.7399999999999999,0.83289564284496,363.9471900463104,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.014489211997996193,Adam,40,0.00010469980803667642,,0.17899637555182482,1.0,,,0.718,0.7400000000000001,0.8328956428449602,363.9471900463104,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.0059091085582537875,Adam,48,0.00011391534126708669,,0.24696572087703023,0.9901374608390519,,,0.7180000000000001,0.74,0.8328956428449599,363.9471900463104,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.0008255057723716786,Adam,88,6.064546763507994e-05,,0.13403582130139757,1.0,0.09246918663471083,0.8468150774303931,0.7075999999999999,0.751617254901961,1.1694553406909107,364.69425892829895,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.001277184121377603,Adam,64,8.229787844386897e-05,,0.1615908680398732,1.0,0.10975301766937992,0.9851236204330925,0.6948,0.70772,0.8921602657064794,364.69425892829895,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.0018923244154877257,Adam,40,5.904344083701853e-05,,0.17924275790356267,0.9931620975466753,0.10365009173984038,0.9638145913215506,0.6948,0.70772,0.8921602657064795,364.69425892829895,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.0011292974640928384,Adam,40,0.00016465128516987985,,0.19753546464822294,1.0,0.10514088019566557,1.0685129828730675,0.6948,0.7077200000000001,0.8921602657064795,364.69425892829895,3,Synthetic
EMNIST_MNIST,EfficientNetB0,0.0012174892506378683,Adam,64,0.0001248558363909509,,0.23987457590397296,1.0,0.11063505636382769,0.986539645856916,0.6948000000000001,0.7077200000000001,0.8921602657064795,364.69425892829895,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.0164443831303764,Adam,48,0.00018626939296033707,,,0.9939763074033485,,,0.8376,0.8591489361702128,0.665441569685936,331.37623500823975,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.00610075717032753,Adam,64,7.90392272643878e-05,,,1.0,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,331.37623500823975,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.007981902296581214,Adam,56,5.206781158870781e-05,,,0.9321540521126385,,,0.8376000000000001,0.8591489361702127,0.6654415696859359,331.37623500823975,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.004329304226088082,Adam,32,0.00013003570983162303,,,1.0,,,0.8376,0.8591489361702127,0.665441569685936,331.37623500823975,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.011582935517201319,Adam,48,9.836570996636043e-05,,,0.9994596191364148,,,0.8375999999999999,0.8591489361702127,0.665441569685936,331.37623500823975,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.0006702631450908338,Adam,88,0.00013539567068462756,,0.09668553739255505,1.0,0.1031257421192133,0.6937397697363564,0.734,0.7900400000000001,0.9444338157773019,328.0879702568054,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.0009181707133022497,Adam,48,7.075504846994886e-05,,0.09578349560671068,1.0,0.10961264291900516,0.9143231515325805,0.734,0.79004,0.9444338157773018,328.0879702568054,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.0012186737612827473,Adam,80,0.0001376244152543642,,0.10089445554880262,0.9029594833441639,0.11047334970420386,1.0590228078132624,0.7075999999999999,0.7516172549019609,1.169455340690911,328.0879702568054,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.001362319667364494,Adam,72,0.0001436922488001997,,0.09197147182659149,1.0,0.102963994070386,1.3112891308937897,0.7339999999999999,0.79004,0.9444338157773017,328.0879702568054,3,Synthetic
EMNIST_MNIST,MobileNetV2,0.0007881735758726607,Adam,88,0.00010707474574511823,,0.09022872994578328,0.9274171248918518,0.0951947903770852,1.0636248919602875,0.734,0.79004,0.9444338157773018,328.0879702568054,3,Synthetic
EMNIST_ByClass,ResNet18,0.011979131366874594,Adam,48,9.916244934746639e-05,,,1.0,,,0.8376,0.8591489361702128,0.665441569685936,284.5696699619293,3,Synthetic
EMNIST_ByClass,ResNet18,0.018160653816579855,Adam,64,0.00010132134728135474,,,1.0,,,0.8376000000000002,0.8591489361702127,0.665441569685936,284.5696699619293,3,Synthetic
EMNIST_ByClass,ResNet18,0.012360262673907546,Adam,40,9.149428206482148e-05,,,0.7497123889183617,,,0.8376000000000001,0.8591489361702129,0.665441569685936,284.5696699619293,3,Synthetic
EMNIST_ByClass,ResNet18,0.011478455971932817,Adam,72,8.462963444332548e-05,,,1.0,,,0.8376,0.8591489361702126,0.6654415696859359,284.5696699619293,3,Synthetic
EMNIST_ByClass,ResNet18,0.006548399322411042,Adam,40,0.00010806080713540061,,,1.0,,,0.8376000000000002,0.8591489361702128,0.665441569685936,284.5696699619293,3,Synthetic
EMNIST_ByClass,ResNet18,0.0017889129055102852,Adam,56,0.00014514516028480453,,0.0994223729574894,0.9741059050088771,0.11325489906230009,1.097848431762013,0.734,0.7900399999999999,0.9444338157773018,287.0299942493439,3,Synthetic
EMNIST_ByClass,ResNet18,0.0005801512333891173,Adam,80,0.00016106980667415509,,0.09061655947735707,1.0,0.10741045279424109,1.0391010648735861,0.734,0.7900399999999999,0.9444338157773017,287.0299942493439,3,Synthetic
EMNIST_ByClass,ResNet18,0.0008269024341306496,Adam,48,9.91213763132724e-05,,0.11759093528889047,1.0,0.09444078501870842,1.1157548065972518,0.7076,0.7516172549019609,1.1694553406909107,287.0299942493439,3,Synthetic
EMNIST_ByClass,ResNet18,0.000373868306119249,Adam,80,5.4833171711589746e-05,,0.09456338587895302,0.8320495158060784,0.08057977786418642,1.1741240181067778,0.734,0.7900399999999999,0.9444338157773018,287.0299942493439,3,Synthetic
EMNIST_ByClass,ResNet18,0.0008508340527081115,Adam,64,9.839257974953019e-05,,0.10715561240834683,1.0,0.08075511663717147,1.149440022917071,0.7076,0.7516172549019606,1.1694553406909107,287.0299942493439,3,Synthetic
EMNIST_ByClass,EfficientNetB0,0.00843211492052632,Adam,32,8.625477768519659e-05,,0.24502279371902935,1.0,,,0.718,0.74,0.8328956428449602,374.3429002761841,3,Synthetic
EMNIST_ByClass,EfficientNetB0,0.008865478566615138,Adam,56,8.948601667802276e-05,,0.26230243950682525,1.0,,,0.718,0.74,0.8328956428449602,374.3429002761841,3,Synthetic
EMNIST_ByClass,EfficientNetB0,0.011601289154225586,Adam,80,0.0001085972450896055,,0.19222873562537893,0.9705475226372533,,,0.7180000000000001,0.74,0.8328956428449601,374.3429002761841,3,Synthetic
EMNIST_ByClass,EfficientNetB0,0.009755730969867196,Adam,56,0.00012857154592874087,,0.201558376574219,1.0,,,0.718,0.7400000000000001,0.8328956428449603,374.3429002761841,3,Synthetic
EMNIST_ByClass,EfficientNetB0,0.00972506510298769,Adam,64,5.0149930052209276e-05,,0.22748983024107444,1.0,,,0.7179999999999999,0.74,0.8328956428449601,374.3429002761841,3,Synthetic
EMNIST_ByClass,EfficientNetB0,0.0014115672052767358,Adam,16,0.00020571058536824195,,0.1958123111553448,1.0,0.08440141109311704,1.0919160857593855,0.6948,0.7077200000000001,0.8921602657064795,370.7579791545868,3,Synthetic
